id,year,brand,title,current_outbound,source_url,youtube_search,cand1_score,cand1_title,cand1_url,cand2_score,cand2_title,cand2_url,cand3_score,cand3_title,cand3_url
"super-bowl-2022-ispot-q92c","2022","Rocket Mortgage","Teaser: Staring Contest","https://www.ispot.tv/ad/q92c/rocket-mortgage-super-bowl-2022-teaser-staring-contest-featuring-anna-kendrick","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=Rocket%20Mortgage%20Teaser%3A%20Staring%20Contest%20super%20bowl%202022%20ad","0.58","Rocket Mortgage and Barbie Super Bowl LVI Ad 2022","https://www.youtube.com/watch?v=eKW6Y0Z4YKE","0.53","2022. Rocket Homes & Rocket Mortgage - Anna Kendrick & Barbie - Teaser #4(Anna Kendrick)[Super Bowl]","https://www.youtube.com/watch?v=7gQyQLYYkp8","0.53","2022. Rocket Homes & Rocket Mortgage - Anna Kendrick & Barbie - Teaser #2(Anna Kendrick)[Super Bowl]","https://www.youtube.com/watch?v=XqIx0ORQkK8"
"super-bowl-2022-ispot-q4gu","2022","Caesars Entertainment","Teaser: The Longest Touchdown Dance","https://www.ispot.tv/ad/q4gu/caesars-sportsbook-super-bowl-2022-teaser-the-longest-touchdown-dance","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=Caesars%20Entertainment%20Teaser%3A%20The%20Longest%20Touchdown%20Dance%20super%20bowl%202022%20ad","0.407","Super Bowl LVI (56) Commercial: Caesars Sportsbooks - Sit Down Dinner (2022)","https://www.youtube.com/watch?v=63kpPnd5FAU","0.171","Watch All the Celebs Vibing at the Super Bowl #Shorts","https://www.youtube.com/watch?v=AB0BB8i_zrI","0.13","Super Bowl LVI 2022 Halftime Show LA Sofi Stadium (Full Show)","https://www.youtube.com/watch?v=715Cdo71elw"
"super-bowl-2022-ispot-qpwn","2022","Michelob","Teaser: Opening Soon","https://www.ispot.tv/ad/qPwn/michelob-ultra-super-bowl-2022-teaser-opening-soon-featuring-steve-buscemi-song-by-electric-light-or","https://www.ispot.tv/events/2022-super-bowl-commercials","https://www.youtube.com/results?search_query=Michelob%20Teaser%3A%20Opening%20Soon%20super%20bowl%202022%20ad","0.48","The Jump | Michelob ULTRA | Super Bowl LX Teaser","https://www.youtube.com/watch?v=LBJYrk0T89A","0.447","Greg’s Tab | Michelob ULTRA | Super Bowl LX Teaser","https://www.youtube.com/watch?v=rmc884_xUFk","0.447","Michelob ULTRA Extended Super Bowl 2025 Commercial","https://www.youtube.com/watch?v=V9lbmxDWTQg"
"super-bowl-2023-ispot-1vdw","2023","FOX","Indiana Jones and the Dial of Destiny and Crown Royal","https://www.ispot.tv/ad/1VdW/fox-super-bowl-2023-indiana-jones-and-the-dial-of-destiny-and-crown-royal","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Indiana%20Jones%20and%20the%20Dial%20of%20Destiny%20and%20Crown%20Royal%20super%20bowl%202023%20ad","0.58","Indiana Jones and the Dial of Destiny | Big Game TV Spot","https://www.youtube.com/watch?v=TQpwONzpcy4","0.58","Big Game Spot | Indiana Jones and The Dial Of Destiny | Disney UK","https://www.youtube.com/watch?v=Qg-zvqUeXLQ","0.53","INDIANA JONES 5: THE DIAL OF DESTINY Official Super Bowl Trailer (2023)","https://www.youtube.com/watch?v=KhHKekmU1LQ"
"super-bowl-2023-ispot-1vdf","2023","FOX","M&M's and Ram Trucks","https://www.ispot.tv/ad/1Vdf/fox-super-bowl-2023-m-and-ms-and-ram-trucks","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20M%26M's%20and%20Ram%20Trucks%20super%20bowl%202023%20ad","0.352","RAM Trucks | Super Bowl 2023 LVII (57) Commercial","https://www.youtube.com/watch?v=-E3tv40PR_Q","0.33","Ram Trucks | 2025 Big Game | Goldilocks and the Three Trucks feat. Glen Powell | :90","https://www.youtube.com/watch?v=XRPuxcbUa00","0.33","Ram Trucks Super Bowl Commercial 2023 Jason Jones Premature Electrification Ad Review","https://www.youtube.com/watch?v=RYegOSyv0o4"
"super-bowl-2023-ispot-1vwk","2023","FOX","No Substitutes","https://www.ispot.tv/ad/1VwK/usfl-super-bowl-2023-tv-promo-no-substitutes","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20No%20Substitutes%20super%20bowl%202023%20ad","0.38","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.371","Watch all the BEST 2025 Super Bowl LIX ads I NFL Fox Sports","https://www.youtube.com/watch?v=Tx2DPYeVngw","0.28","Desi Lydic Foxsplains Bad Bunny's Super Bowl Halftime Show | The Daily Show","https://www.youtube.com/watch?v=ocvp7pxT-SE"
"super-bowl-2023-ispot-1vw5","2023","Molson Coors Beverage Company","Beer Battle","https://www.ispot.tv/ad/1Vw5/millercoors-super-bowl-2023-beer-battle","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=Molson%20Coors%20Beverage%20Company%20Beer%20Battle%20super%20bowl%202023%20ad","0.544","Molson Coors / Coors Light, Miller Lite | The High Stakes Beer Ad - 2023 Super Bowl Commercial","https://www.youtube.com/watch?v=AAe9pAAQ3Ns","0.468","Super Bowl LVII dubbed ‘Betting Bowl or Beer Bowl’ amid Molson Coors-DraftKings team-up: Brand VPs","https://www.youtube.com/watch?v=J_qmUIHju-M","0.462","DraftKings partners with Molson Coors for upcoming Super Bowl ad","https://www.youtube.com/watch?v=J1-aQwudOhs"
"super-bowl-2023-ispot-1vwt","2023","FOX","Apple Music Halftime Show: The Wait Is Almost Over","https://www.ispot.tv/ad/1Vwt/super-bowl-lvii-halftime-show-super-bowl-2023-tv-promo-apple-music-halftime-show-the-wait-is-almost-","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Apple%20Music%20Halftime%20Show%3A%20The%20Wait%20Is%20Almost%20Over%20super%20bowl%202023%20ad","0.697","Fox Promo: Apple Music Super Bowl LVII Halftime Show","https://www.youtube.com/watch?v=Qu33Kg16Hkk","0.48","Usher’s Apple Music Super Bowl Halftime Show","https://www.youtube.com/watch?v=7hYbrdC_-s8","0.444","Rihanna’s FULL Apple Music Super Bowl LVII Halftime Show","https://www.youtube.com/watch?v=HjBo--1n8lI"
"super-bowl-2023-ispot-1vw2","2023","FOX","Google Pixel and General Motors","https://www.ispot.tv/ad/1Vw2/fox-super-bowl-2023-google-pixel-and-general-motors","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Google%20Pixel%20and%20General%20Motors%20super%20bowl%202023%20ad","0.366","Google Pixel 7 Super Bowl 57 Commercial","https://www.youtube.com/watch?v=AEPR94QrXL0","0.357","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.33","Super Bowl LVII (57) Commercial: Google Pixel 7 - Fixed on Pixel (2023)","https://www.youtube.com/watch?v=refgNNAYqB4"
"super-bowl-2023-ispot-1vl2","2023","He Gets Us","Kids","https://www.ispot.tv/ad/1VL2/he-gets-us-super-bowl-2023-kids-song-by-patsy-cline","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=He%20Gets%20Us%20Kids%20super%20bowl%202023%20ad","0.53","He Gets Us Super Bowl Commercial 2024","https://www.youtube.com/watch?v=qw-M4J9aOQ8","0.473","Super Bowl LVII (57) Commercial: He Gets Us - Be Childlike (2023)","https://www.youtube.com/watch?v=HIwJsIpn6q8","0.455","He Gets Us | Super Bowl 2023: ""Love Your Enemies""","https://www.youtube.com/watch?v=sLSZpdBsQc8"
"super-bowl-2023-ispot-1vwy","2023","WhaleCo Inc.","Temu: Shopping","https://www.ispot.tv/ad/1VwY/whaleco-inc-super-bowl-2023-shopping","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=WhaleCo%20Inc.%20Temu%3A%20Shopping%20super%20bowl%202023%20ad","0.247","Temu's Big Game Ad Encore TV Commercial 2024","https://www.youtube.com/watch?v=5Od0aOse1wc","0.247","OOH OOH TEMU Super Bowl ad!","https://www.youtube.com/watch?v=juX4c4IGB60","0.223","Temu’s Super Bowl Commercials 🤦‍♂️","https://www.youtube.com/watch?v=0REaakdMyCs"
"super-bowl-2023-ispot-1va4","2023","Pepsi Zero Sugar","What You’re Seeing Is Real","https://www.ispot.tv/ad/1VA4/pepsi-zero-sugar-super-bowl-2023-what-youre-seeing-is-real-featuring-ben-stiller","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=Pepsi%20Zero%20Sugar%20What%20You%E2%80%99re%20Seeing%20Is%20Real%20super%20bowl%202023%20ad","0.55","Pepsi Zero Sugar Commercial ￼2023￼","https://www.youtube.com/watch?v=HESCLPZthUM","0.533","Pepsi Zero Sugar Commercial (2026)","https://www.youtube.com/watch?v=98C3aMcOcmw","0.53","Pepsi Zero Sugar / Great Acting or Great Taste? l Steve Martin | 2023 Super Bowl Commercial","https://www.youtube.com/watch?v=VCziVcMU60o"
"super-bowl-2023-ispot-1vyz","2023","T-Mobile","The Re-Write","https://www.ispot.tv/ad/1VYZ/t-mobile-super-bowl-2023-the-re-write-featuring-bradley-cooper","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=T-Mobile%20The%20Re-Write%20super%20bowl%202023%20ad","0.76","T-Mobile 'The Re-Write' with Bradley Cooper and Mom | Super Bowl 2023 Ads | Ads","https://www.youtube.com/watch?v=p2MlCg2S5Qc","0.76","T-Mobile Super Bowl Commercial 2023 Bradley Cooper The Re-Write Ad Review","https://www.youtube.com/watch?v=K9bvKAzSXxw","0.497","T-Mobile / The Rewrite - 2023 Super Bowl Commercial","https://www.youtube.com/watch?v=J23W-FRS6N0"
"super-bowl-2023-ispot-2ux2","2023","Avocados From Mexico","Make It Better","https://www.ispot.tv/ad/2UX2/avocados-from-mexico-super-bowl-2023-pre-release-make-it-better-featuring-anna-faris","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=Avocados%20From%20Mexico%20Make%20It%20Better%20super%20bowl%202023%20ad","0.91","Avocados From Mexico 'Make It Better' Feat. Anna Faris | Super Bowl 2023 Ads | Commercials","https://www.youtube.com/watch?v=wC-bOP2hl1g","0.91","Avocados From Mexico Super Bowl Commercial 2023 Anna Faris Make It Better Ad Review","https://www.youtube.com/watch?v=1H53L9uq9wI","0.705","Super Bowl LVII (57) Commercial: Avocados from Mexico - Better (2023)","https://www.youtube.com/watch?v=SwIrJnIFqVw"
"super-bowl-2023-ispot-1vaz","2023","FOX","Limits Pushed","https://www.ispot.tv/ad/1VAz/next-level-chef-super-bowl-2023-tv-promo-limits-pushed","https://www.ispot.tv/events/2023-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20Limits%20Pushed%20super%20bowl%202023%20ad","0.48","Fox Nation Super Bowl LVII Commercial","https://www.youtube.com/watch?v=BYN8UHgf_BQ","0.423","🏈 Superbowl LVII Ad REJECTED by FOX! 😱","https://www.youtube.com/watch?v=ShmgPaKYE-Q","0.405","NFL on FOX: SuperBowl LIX (commercial)￼","https://www.youtube.com/watch?v=qm6mZAl58mY"
"super-bowl-2024-ispot-6wwe","2024","CBS","Fifteen Seconds","https://www.ispot.tv/ad/6wWe/so-help-me-todd-super-bowl-2024-tv-promo-fifteen-seconds","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Fifteen%20Seconds%20super%20bowl%202024%20ad","0.405","CBS Special Takes A Look At The Super Bowl's Greatest Commercials","https://www.youtube.com/watch?v=ChlM8Je3WVg","0.371","CBS celebrates 25 years of top Super Bowl commercials in Hall of Fame countdown","https://www.youtube.com/watch?v=AeADwyhNSGE","0.247","Controversy over Super Bowl ad","https://www.youtube.com/watch?v=13KIHFwCp0k"
"super-bowl-2024-ispot-6wwi","2024","CBS","Justice","https://www.ispot.tv/ad/6wWi/the-equalizer-super-bowl-2024-justice","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Justice%20super%20bowl%202024%20ad","0.423","CBS Special Takes A Look At The Super Bowl's Greatest Commercials","https://www.youtube.com/watch?v=ChlM8Je3WVg","0.247","Meet the ""King of the Super Bowl"" advertisements","https://www.youtube.com/watch?v=asfeyj3HLN0","0.247","Meet the ""King of the Super Bowl"" advertisements","https://www.youtube.com/watch?v=nD73-xljJgY"
"super-bowl-2024-ispot-6w_m","2024","CBS","America's Favorite Taylor","https://www.ispot.tv/ad/6w_M/cbs-super-bowl-2024-tv-promo-americas-favorite-taylor","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20America's%20Favorite%20Taylor%20super%20bowl%202024%20ad","0.423","Taylor Swift talking with NFL Commissioner Roger Goodell at the Super Bowl via CBS #TaylorSwift #NFL","https://www.youtube.com/watch?v=6v3RKfl9-UQ","0.423","CBS Sports Super Bowl LV Promo","https://www.youtube.com/watch?v=PCifx3t3Aas","0.423","Super Bowl 58 NFL On CBS Sponsored","https://www.youtube.com/watch?v=3okuF8X7EPA"
"super-bowl-2024-ispot-6wse","2024","WhaleCo Inc.","Make Your Wishes Come True","https://www.ispot.tv/ad/6wse/temu-super-bowl-2024-make-your-wishes-come-true","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=WhaleCo%20Inc.%20Make%20Your%20Wishes%20Come%20True%20super%20bowl%202024%20ad","0.234","i’m in a super bowl commercial!!! @byomaofficial  made ALL my dreams come true 💕🏈🐰","https://www.youtube.com/watch?v=p4ug7Eo6Nag","0.163","Build Your Own Super Bowl Commercial: Choose Me | Uber Eats","https://www.youtube.com/watch?v=IGfB6QxKalA","0.13","Temu's Big Game Ad Encore TV Commercial 2024","https://www.youtube.com/watch?v=5Od0aOse1wc"
"super-bowl-2024-ispot-6wsk","2024","CBS Sports Network","Genesis Invitational","https://www.ispot.tv/ad/6wsK/pga-tour-golf-super-bowl-2024-tv-promo-genesis-invitational","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=CBS%20Sports%20Network%20Genesis%20Invitational%20super%20bowl%202024%20ad","0.763","CBS SPORTS PGA TOUR GENESIS INVITATIONAL PROMO 2024","https://www.youtube.com/watch?v=IeiLH-LSy5M","0.744","PGA Tour Golf on CBS Sports intro The Genesis Invitational","https://www.youtube.com/watch?v=VXiY9tnNQw4","0.744","PGA Tour Golf on CBS Sports intro The Genesis Invitational","https://www.youtube.com/watch?v=5inM4btnN0c"
"super-bowl-2024-ispot-5p57","2024","Dr Pepper","Fansville: Out of Control Transfer Portal","https://www.ispot.tv/ad/5p57/dr-pepper-fansville-out-of-control-transfer-portal","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Dr%20Pepper%20Fansville%3A%20Out%20of%20Control%20Transfer%20Portal%20super%20bowl%202024%20ad","0.45","Dr. Pepper - Fansville Season 7","https://www.youtube.com/watch?v=N45-X9lUXPo","0.45","Dr Pepper Stand :30 | Fansville Season 8","https://www.youtube.com/watch?v=Dwj_GG0_ppQ","0.422","Dr  Pepper Fansville Commercial The Wave","https://www.youtube.com/watch?v=oqixYxUc6_g"
"super-bowl-2024-ispot-67xs","2024","Toyota","Teaser: Holding on to the Thrill of the Ride [T1]","https://www.ispot.tv/ad/67xS/toyota-super-bowl-2024-teaser-holding-on-to-the-thrill-of-the-ride-song-by-wilson-phillips-t1","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Toyota%20Teaser%3A%20Holding%20on%20to%20the%20Thrill%20of%20the%20Ride%20%5BT1%5D%20super%20bowl%202024%20ad","0.533","The Power To Thrill | Toyota India","https://www.youtube.com/watch?v=JiYklPdJUcw","0.533","The Power to Thrill | Toyota India","https://www.youtube.com/watch?v=8bMb1RRYPNQ","0.423","Super bowl 2022 Toyota ""The Joneses"" Commercial","https://www.youtube.com/watch?v=GU4UwCZFnM8"
"super-bowl-2024-ispot-67md","2024","Homes.com","Teaser: The Wait Is Almost Over.","https://www.ispot.tv/ad/67MD/homes-com-super-bowl-2024-teaser-the-wait-is-almost-over","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Homes.com%20Teaser%3A%20The%20Wait%20Is%20Almost%20Over.%20super%20bowl%202024%20ad","0.552","Homes.com Super Bowl 2024 Commercial with Dan Levy","https://www.youtube.com/watch?v=kR1T6ITU_70","0.533","Homes.com | It's a Sign","https://www.youtube.com/watch?v=qHFXlFmOqLo","0.53","Homes.com ""Goldmine"" Super Bowl 2024 Commercial with Dan Levy","https://www.youtube.com/watch?v=tjzcLGRj3fc"
"super-bowl-2024-ispot-67ti","2024","Homes.com","Teaser: What He Said","https://www.ispot.tv/ad/67ti/homes-com-super-bowl-2024-teaser-what-he-said-featuring-dan-levy-heidi-gardner","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Homes.com%20Teaser%3A%20What%20He%20Said%20super%20bowl%202024%20ad","0.6","Homes.com | It's a Sign","https://www.youtube.com/watch?v=qHFXlFmOqLo","0.58","Homes.com Super Bowl 2024 Commercial with Dan Levy","https://www.youtube.com/watch?v=kR1T6ITU_70","0.552","Homes.com ""Goldmine"" Super Bowl 2024 Commercial with Dan Levy","https://www.youtube.com/watch?v=tjzcLGRj3fc"
"super-bowl-2024-ispot-67oj","2024","Squarespace","Teaser: Make a Website","https://www.ispot.tv/ad/67oj/squarespace-super-bowl-2024-teaser-make-a-website-featuring-martin-scorsese-francesca-scorsese","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Squarespace%20Teaser%3A%20Make%20a%20Website%20super%20bowl%202024%20ad","0.58","Martin and Francesca Scorsese make a website together in Squarespace’s #SuperBowl ad.","https://www.youtube.com/watch?v=Xc2vUveWT7s","0.48","Unavailable (Extended) | Big Game Commercial 2026 | Squarespace","https://www.youtube.com/watch?v=2cLNMXUNzxY","0.48","Unavailable | Big Game Commercial 2026 | Squarespace","https://www.youtube.com/watch?v=NHuBiLk_A04"
"super-bowl-2024-ispot-6l9p","2024","Volkswagen","Teaser: Father Beetle","https://www.ispot.tv/ad/6L9p/volkswagen-super-bowl-2024-teaser-father-beetle-song-by-chuck-womack-and-the-sweet-souls-t1","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Volkswagen%20Teaser%3A%20Father%20Beetle%20super%20bowl%202024%20ad","0.566","Volkswagen Beetle 2011 Super Bowl XLV television commercial","https://www.youtube.com/watch?v=-NGN4J6F_vI","0.512","Super Bowl Commercial 2024 | Volkswagen Beetle | Arrival | An American Love Story | Best Comemrcials","https://www.youtube.com/watch?v=Ap82WfdnrKw","0.512","Super Bowl Commercial 2024 | Volkswagen Beetle | Arrival | An American Love Story | Best Comemrcials","https://www.youtube.com/watch?v=Hq_81y6mp7w"
"super-bowl-2024-ispot-6leh","2024","Bud Light","Teaser: Best Night Ever","https://www.ispot.tv/ad/6LeH/bud-light-super-bowl-2024-teaser-best-night-ever-featuring-post-malone-song-by-steppenwolf","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Bud%20Light%20Teaser%3A%20Best%20Night%20Ever%20super%20bowl%202024%20ad","0.663","Bud Light ""Easy Night Out"" Extended Super Bowl 2024 Commercial","https://www.youtube.com/watch?v=QkqE1Uz-aUs","0.63","Bud Light / Easy Night Out - 2024 Super Bowl Commercial","https://www.youtube.com/watch?v=ZTBh6wfMG6w","0.566","2026 Bud Light Super Bowl Commercial | Keg | :60","https://www.youtube.com/watch?v=z-P6OzmgCyY"
"super-bowl-2024-ispot-59ae","2024","Coors Light","Teaser: The Coors Light Chill Train: How It Works","https://www.ispot.tv/ad/59ae/coors-light-super-bowl-2024-teaser-the-coors-light-chill-train-how-it-works","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Coors%20Light%20Teaser%3A%20The%20Coors%20Light%20Chill%20Train%3A%20How%20It%20Works%20super%20bowl%202024%20ad","0.83","The Coors Light Chill Train: How It Works | Super Bowl LVIII (58) 2024 Commercial","https://www.youtube.com/watch?v=oGwxARijKpw","0.78","Coors Light, Chill Train, Super Bowl Commercial","https://www.youtube.com/watch?v=AuwBD32G9xg","0.774","Coors Light / Chill Train - 2024 Super Bowl Commercial","https://www.youtube.com/watch?v=W_xrL5vRw5c"
"super-bowl-2024-ispot-54f4","2024","Oreo","Twist On It - Cookie Jar","https://www.ispot.tv/ad/54F4/oreo-super-bowl-teaser-it-all-starts-with-a-twist-featuring-kris-jenner","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=Oreo%20Twist%20On%20It%20-%20Cookie%20Jar%20super%20bowl%202024%20ad","0.95","OREO - Twist On It","https://www.youtube.com/watch?v=aoDPWgJFJ2M","0.95","OREO - Twist On It","https://www.youtube.com/watch?v=CxsE-fSMAdY","0.95","OREO - Twist On It","https://www.youtube.com/watch?v=-SxHlGeXhNc"
"super-bowl-2024-ispot-54bh","2024","FanDuel","Rules of Marketing","https://www.ispot.tv/ad/54BH/fanduel-super-bowl-2024-rules-of-marketing-featuring-rob-gronkowski-john-cena","https://www.ispot.tv/events/2024-super-bowl-commercials","https://www.youtube.com/results?search_query=FanDuel%20Rules%20of%20Marketing%20super%20bowl%202024%20ad","0.43","Rob Gronkowski & FanDuel Sportsbook Super Bowl Kick Of Destiny 2 Super Bowl Commercial 2024","https://www.youtube.com/watch?v=9TG6vQO0p1k","0.421","Super Bowl LVIII (58) Commercial:  FanDuel / Rob Gronkowski - Kick of Destiny 2 (2024)","https://www.youtube.com/watch?v=SqMfhDDKEUI","0.405","Gronk & FanDuel Sportsbook Super Bowl Kick of Destiny 2 | Again","https://www.youtube.com/watch?v=VPYhYICMcug"
"super-bowl-2025-ispot-tzc2","2025","FOX","TV's Biggest New Show","https://www.ispot.tv/ad/TZC2/doc-super-bowl-2025-tv-promo-tvs-biggest-new-show","https://www.ispot.tv/events/2025-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20TV's%20Biggest%20New%20Show%20super%20bowl%202025%20ad","0.363","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.247","Every Celeb Cameo From Bad Bunny's Super Bowl 2026 Halftime Show | E! New","https://www.youtube.com/watch?v=xTv8RcJcuU8","0.205","Leavitt on Bad Bunny being chosen as Super Bowl halftime performer #shorts #music #nfl #usa #new","https://www.youtube.com/watch?v=7u7CbfMQZMI"
"super-bowl-2025-ispot-tzck","2025","FOX","New Season","https://www.ispot.tv/ad/TZCk/ufl-football-super-bowl-2025-tv-promo-new-season","https://www.ispot.tv/events/2025-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20New%20Season%20super%20bowl%202025%20ad","0.413","Watch all the BEST 2025 Super Bowl LIX ads I NFL Fox Sports","https://www.youtube.com/watch?v=Tx2DPYeVngw","0.371","Watch all the BEST 2026 Super Bowl LX ads I NFL I Fox Sports","https://www.youtube.com/watch?v=YwKKLYXKMhI","0.35","This is Josef Newgarden | OFFICIAL Promo (2025) | INDYCAR on FOX","https://www.youtube.com/watch?v=PXn1l-R7uPY"
"super-bowl-2025-ispot-tzme","2025","FOX News Channel","The Moments That Matter","https://www.ispot.tv/ad/TZME/fox-news-channel-super-bowl-2025-tv-promo-the-moments-that-matter","https://www.ispot.tv/events/2025-super-bowl-commercials","https://www.youtube.com/results?search_query=FOX%20News%20Channel%20The%20Moments%20That%20Matter%20super%20bowl%202025%20ad","0.434","Kid Rock teases SURPRISE performance at Super Bowl halftime #foxnews #news #us #fox","https://www.youtube.com/watch?v=LoelB82RvCc","0.405","WATCH: Shirtless man sprints onto field during Super Bowl #foxnews #news #sports #nfl","https://www.youtube.com/watch?v=mGug7A4zUbo","0.198","Bad Bunny & Lady Gaga at the Super Bowl halftime show? We like it like that. (Apple Music/NBC/NFL)","https://www.youtube.com/watch?v=SAwWgnMBgpU"
"super-bowl-2025-ispot-tzms","2025","Tubi","The Z-Suite","https://www.ispot.tv/ad/TZMs/tubi-super-bowl-2025-the-z-suite-featuring-lauren-graham","https://www.ispot.tv/events/2025-super-bowl-commercials","https://www.youtube.com/results?search_query=Tubi%20The%20Z-Suite%20super%20bowl%202025%20ad","0.96","The Z-Suite Super Bowl LIX Promo I A Tubi Original","https://www.youtube.com/watch?v=0dI6VkSGOvY","0.86","The Z-Suite | Super Bowl LIX Promo (Extended Cut) I A Tubi Original","https://www.youtube.com/watch?v=OO2g9agpMB0","0.613","Tubi Super Bowl LIX Teaser","https://www.youtube.com/watch?v=ICVfkSQ1Pkc"
